user_id,first_name,last_name,age,gender,country,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device
user_02481,Robin,Cummings,37,M,Canada,Standard,2024-05-08,1,28.44,Smart TV
user_02482,Samuel,Hunt,35,M,USA,Premium,2024-02-27,1,49.34,Laptop
user_02483,Colleen,Gregory,49,Other,USA,Premium,2024-08-12,0,5.99,Smart TV
user_02484,Michael,Wells,26,M,Canada,Premium+,2025-07-02,1,4.4,Desktop
user_02485,Alexandra,Wilson,36,F,USA,Premium,2025-01-25,1,26.6,Desktop
user_02486,Andrew,Carter,18,,Canada,Basic,2024-02-12,1,1.24,Tablet
user_02487,Phillip,Cruz,38,M,USA,Standard,2022-08-25,1,33.62,Smart TV
user_02488,Nicholas,Payne,24,M,USA,Standard,2023-06-14,1,24.21,Laptop
user_02489,Jordan,Taylor,,M,USA,Standard,2025-03-08,1,35.22,Mobile
user_02490,Sherry,Parks,45,F,USA,Standard,2023-07-30,1,11.2,Desktop
user_02491,David,Brown,51,Prefer not to say,Canada,Premium+,2023-11-29,1,3.49,Smart TV
user_02492,Raymond,Webb,63,F,USA,Premium,2024-10-24,0,10.69,Tablet
user_02493,Thomas,Chan,29,M,Canada,Basic,2023-08-03,1,17.37,Laptop
user_02494,Richard,Blanchard,45,M,Canada,Premium,2025-02-08,1,15.04,Desktop
user_02495,Valerie,Martinez,28,M,USA,Premium,2024-08-23,1,8.82,Desktop
user_02496,Joseph,Castillo,,M,USA,Basic,2025-01-24,1,22.77,Laptop
user_02497,Cheryl,Reyes,33,F,USA,Basic,2023-04-09,1,18.63,Gaming Console
user_02498,Timothy,Macdonald,59,F,USA,Premium+,2025-02-05,1,,Smart TV
user_02499,Kerri,Olsen,46,Other,USA,Premium+,2023-02-16,0,9.66,Tablet
user_02500,Jared,Allen,31,,USA,Premium,2023-06-30,0,41.14,Laptop
user_02501,Shaun,Walker,32,F,Canada,Premium,2025-06-25,1,24.1,Gaming Console
user_02502,Melanie,Shields,37,M,USA,Standard,2025-05-03,1,13.07,Desktop
user_02503,Reginald,Montgomery,52,M,USA,Standard,2022-11-08,1,28.48,Mobile
user_02504,Dana,Palmer,52,M,USA,Basic,2025-07-06,1,6.75,Desktop
user_02505,Linda,Allen,49,M,USA,Standard,2022-08-23,1,20.35,Desktop
user_02506,Misty,Henson,,Other,Canada,Standard,2023-03-24,1,5.7,Mobile
user_02507,Jason,Wood,39,Prefer not to say,USA,Premium,2025-01-14,1,11.84,Gaming Console
user_02508,Kevin,Jones,27,F,Canada,Basic,2023-08-09,1,2.6,Desktop
user_02509,Linda,Crawford,,,USA,Basic,2025-06-28,1,9.17,Mobile
user_02510,Emily,Shaw,41,F,Canada,Standard,2024-08-05,1,825.27,Smart TV
user_02511,Richard,Stanley,42,,USA,Premium,2023-03-29,1,9.02,Smart TV
user_02512,Kyle,Nelson,34,M,USA,Premium,2024-05-03,1,30.47,Smart TV
user_02513,Ann,Smith,20,F,USA,Basic,2023-04-21,1,12.11,Smart TV
user_02514,Anthony,Maldonado,48,Other,USA,Premium,2025-04-01,1,9.83,Mobile
user_02515,Mary,Wheeler,28,M,USA,Basic,2022-10-28,1,18.43,Gaming Console
user_02516,Timothy,Munoz,,F,Canada,Premium+,2025-01-09,0,21.51,Laptop
user_02517,Elizabeth,Bowman,34,F,USA,Premium,2023-08-27,1,8.51,Tablet
user_02518,Brandon,Mcguire,,M,USA,Standard,2024-06-25,1,4.71,Desktop
user_02519,Blake,Soto,30,M,USA,Standard,2024-06-28,1,3.8,Laptop
user_02520,Tracy,Bishop,28,M,USA,Premium,2025-04-06,1,22.42,Smart TV
user_02521,Vickie,Benson,42,F,Canada,Premium,2023-09-07,1,25.35,Mobile
user_02522,Christopher,White,32,F,USA,Premium+,2025-02-06,1,26.74,Desktop
user_02523,Andrea,Pratt,45,,Canada,Premium+,2023-03-22,0,,Gaming Console
user_02524,Bryan,Chung,,M,USA,Premium+,2022-10-20,1,10.9,Mobile
user_02525,Thomas,Barber,,F,USA,Standard,2023-05-26,0,9.69,Gaming Console
user_02526,Olivia,Ross,42,F,USA,Premium,2025-05-19,1,18.23,Smart TV
user_02527,Amber,Edwards,42,M,Canada,Standard,2023-03-02,1,1.34,Gaming Console
user_02528,Eric,Bailey,31,Prefer not to say,USA,Premium,2024-12-14,1,13.38,Gaming Console
user_02529,Brian,Hunter,,M,USA,Standard,2025-06-15,1,23.75,Laptop
user_02530,Nicole,Rodriguez,44,M,USA,Standard,2023-10-11,0,21.67,Tablet
user_02531,Daniel,Black,30,M,Canada,Standard,2025-04-14,1,23.53,Laptop
user_02532,Maria,Wilson,7,F,USA,Standard,2024-02-29,1,3.39,Gaming Console
user_02533,Ronald,Lee,19,F,USA,Premium,2023-07-15,1,24.42,Laptop
user_02534,Christopher,Johnson,,F,Canada,Premium,2022-11-19,1,6.72,Smart TV
user_02535,Dawn,Oliver,36,M,USA,Standard,2024-01-18,1,33.9,Smart TV
user_02536,Gloria,Hall,16,M,USA,Premium,2023-11-21,1,34.46,Smart TV
user_02537,Tara,Bell,52,F,USA,Premium,2025-01-11,1,26.76,Smart TV
user_02538,Scott,Mitchell,16,M,USA,Premium,2024-09-11,0,17.21,Smart TV
user_02539,Justin,Anderson,51,M,USA,Standard,2024-02-25,1,19.67,Gaming Console
user_02540,Angela,Baker,43,F,USA,Standard,2023-04-03,1,35.47,Mobile
user_02541,Phillip,Walker,39,F,Canada,Premium+,2023-05-15,1,6.81,Gaming Console
user_02542,Shelby,Gutierrez,38,F,Canada,Standard,2023-04-30,1,41.16,Laptop
user_02543,Adrian,Gomez,53,,USA,Premium,2024-01-15,1,36.68,Tablet
user_02544,Stephen,Simpson,25,M,USA,Premium+,2024-06-30,1,21.88,Gaming Console
user_02545,Paul,Alvarado,27,M,USA,Standard,2024-09-07,1,,Smart TV
user_02546,Kelly,Lin,,M,Canada,Standard,2025-05-28,0,,Gaming Console
user_02547,Derek,Petty,32,M,USA,Premium,2023-03-03,1,9.88,Laptop
user_02548,Alexis,Sandoval,,F,USA,Basic,2025-03-03,0,4.86,Mobile
user_02549,Steven,Morris,29,M,USA,Premium,2025-05-15,1,5.8,Gaming Console
user_02550,Michael,Caldwell,26,F,USA,Basic,2023-08-01,1,20.2,Desktop
user_02551,Kristi,Williams,41,M,USA,Standard,2025-04-13,1,5.57,Tablet
user_02552,Shirley,Jackson,21,M,Canada,Premium,2023-12-03,1,,Laptop
user_02553,Eileen,Robinson,41,M,Canada,Premium,2024-04-06,1,21.72,Mobile
user_02554,Kelsey,Bentley,57,Prefer not to say,USA,Premium,2023-12-14,1,7.17,Gaming Console
user_02555,Paige,Bates,34,M,USA,Premium,2023-09-06,1,14.2,Smart TV
user_02556,Tina,Brown,23,F,Canada,Standard,2023-02-23,1,8.12,Tablet
user_02557,Thomas,Palmer,49,F,Canada,Basic,2024-05-06,1,22.11,Mobile
user_02558,Michael,Whitney,36,F,USA,Standard,2023-08-26,1,17.85,Gaming Console
user_02559,Diane,Rivera,50,M,USA,Premium,2023-11-10,1,10.99,Laptop
user_02560,Jane,Oliver,18,,Canada,Premium,2025-07-03,1,1.73,Smart TV
user_02561,Heather,Williams,48,F,Canada,Basic,2024-03-07,1,8.83,Tablet
user_02562,Mathew,Caldwell,42,M,USA,Premium,2024-09-24,1,,Mobile
user_02563,Pamela,Williams,28,F,USA,Standard,2025-03-18,0,16.51,Tablet
user_02564,Susan,Luna,22,F,USA,Standard,2025-05-29,1,18.38,Desktop
user_02565,Diane,Golden,28,F,USA,Standard,2023-08-13,1,11.9,Tablet
user_02566,Derek,Reid,37,M,USA,Premium+,2024-08-26,0,8.83,Tablet
user_02567,Ronald,Banks,20,,Canada,Premium,2024-03-10,0,8.62,Laptop
user_02568,Elizabeth,Wilkerson,43,F,USA,Premium,2024-09-27,1,11.75,Smart TV
user_02569,Shelley,Gray,27,,Canada,Standard,2023-11-25,1,18.26,Desktop
user_02570,Kimberly,Terry,30,F,USA,Basic,2024-12-31,1,4.12,Laptop
user_02571,Cynthia,Swanson,47,,USA,Standard,2024-07-28,1,,Desktop
user_02572,Rebecca,House,31,M,USA,Standard,2024-04-12,1,8.89,Gaming Console
user_02573,Michelle,Harrington,45,M,USA,Premium,2023-02-05,1,13.56,Gaming Console
user_02574,Heather,Oconnell,32,M,Canada,Premium,2025-05-03,1,4.69,Laptop
user_02575,Willie,Harris,19,F,USA,Standard,2024-06-26,1,22.26,Laptop
user_02576,Paul,Hill,,F,USA,Premium,2024-07-13,1,38.37,Tablet
user_02577,Danielle,Johnson,32,M,USA,Standard,2023-05-23,1,18.4,Desktop
user_02578,Sandra,Williams,43,,Canada,Standard,2025-01-18,0,13.7,Laptop
user_02579,Leah,Williams,32,M,USA,Basic,2023-05-20,1,8.48,Mobile
user_02580,Robert,Robinson,36,M,Canada,Standard,2024-05-09,0,5.28,Tablet
user_02581,Alyssa,Riley,13,F,USA,Premium,2024-09-19,1,12.9,Smart TV
user_02582,Crystal,Lane,18,F,USA,Basic,2022-11-22,1,35.59,Smart TV
user_02583,Debbie,Nichols,24,F,USA,Premium,2023-03-11,0,46.69,Smart TV
user_02584,Audrey,Serrano,36,F,USA,Premium+,2023-08-09,0,8.06,Laptop
user_02585,Daniel,Robinson,52,,USA,Standard,2025-05-17,1,23.72,Laptop
user_02586,Heather,Smith,22,M,Canada,Standard,2024-03-20,1,43.04,Desktop
user_02587,Jennifer,Rogers,14,M,Canada,Premium+,2025-07-30,1,1.12,Laptop
user_02588,Brian,Ellis,43,M,USA,Standard,2022-08-05,0,33.85,Tablet
user_02589,Brian,Fry,26,M,USA,Basic,2022-10-16,0,8.39,Gaming Console
user_02590,Jasmine,Gonzalez,39,M,USA,Premium,2022-10-11,1,13.08,Desktop
user_02591,James,Gonzalez,42,M,USA,Standard,2024-05-22,0,1.04,Mobile
user_02592,Natalie,Lutz,35,F,USA,Premium,2024-05-09,1,11.85,Mobile
user_02593,Barbara,Stein,44,M,USA,Standard,2023-03-05,1,23.7,Smart TV
user_02594,Jared,Romero,11,M,Canada,Premium,2023-04-24,1,4.82,Laptop
user_02595,William,Reed,16,F,USA,Premium,2022-08-17,1,12.28,Smart TV
user_02596,Phillip,Mitchell,27,M,Canada,Standard,2024-03-24,1,18.2,Laptop
user_02597,Stephen,Francis,,M,USA,Basic,2025-04-05,1,65.29,Laptop
user_02598,Tiffany,Henderson,52,,Canada,Premium+,2024-12-10,1,1.63,Gaming Console
user_02599,Roger,Jackson,25,Prefer not to say,USA,Premium,2023-11-16,1,9.14,Laptop
user_02600,Kenneth,Dominguez,33,F,Canada,Premium+,2023-02-26,0,22.03,Tablet
user_02601,Christine,Allen,,M,Canada,Standard,2024-10-18,1,,Gaming Console
user_02602,Debra,Roberts,,F,USA,Premium,2023-12-26,1,23.98,Desktop
user_02603,Kelly,Mills,12,M,Canada,Basic,2022-11-24,1,4.66,Mobile
user_02604,Scott,Watts,18,F,Canada,Standard,2022-08-19,1,16.82,Smart TV
user_02605,Gina,Jones,43,F,USA,Premium+,2023-09-05,0,,Tablet
user_02606,Tammy,Holland,44,M,USA,Basic,2023-08-01,1,12.87,Mobile
user_02607,Calvin,Fernandez,44,F,USA,Standard,2023-02-08,1,2.24,Mobile
user_02608,Austin,Holland,40,F,Canada,Premium,2023-02-22,1,7.14,Tablet
user_02609,Dustin,Thomas,,M,Canada,Standard,2025-05-13,1,22.96,Mobile
user_02610,Lisa,Williams,,M,Canada,Standard,2025-06-01,1,6.02,Desktop
user_02611,Shelly,Mcknight,16,M,USA,Basic,2024-10-13,1,24.61,Tablet
user_02612,Jasmine,Hernandez,20,F,Canada,Premium+,2024-03-07,1,28.16,Smart TV
user_02613,Benjamin,Farley,21,F,USA,Standard,2025-01-15,1,,Desktop
user_02614,Elizabeth,Ellis,41,M,Canada,Basic,2025-06-19,1,10.46,Mobile
user_02615,Barbara,Hoffman,31,F,Canada,Basic,2022-08-19,1,27.48,Smart TV
user_02616,Brian,Tapia,53,M,USA,Standard,2022-08-03,1,20.95,Laptop
user_02617,Andrew,Perez,36,M,Canada,Premium,2022-09-19,1,7.01,Gaming Console
user_02618,Andrew,Wong,22,M,USA,Premium,2022-09-18,1,14.5,Desktop
user_02619,Lauren,Hampton,64,M,USA,Standard,2022-09-23,1,4.11,Desktop
user_02620,Judy,Carr,32,F,USA,Standard,2023-04-18,1,54.91,Laptop
user_02621,Marvin,Costa,47,M,USA,Standard,2024-07-05,0,33.5,Desktop
user_02622,Brian,Morrow,,M,Canada,Premium,2023-11-10,1,6.87,Gaming Console
user_02623,Sherri,Wright,21,M,Canada,Premium+,2022-08-03,1,0.51,Smart TV
user_02624,Amber,Wilson,30,F,Canada,Basic,2025-02-15,1,,Laptop
user_02625,Michael,Wilson,22,,USA,Basic,2025-03-23,1,,Gaming Console
user_02626,Jennifer,Benjamin,15,F,USA,Basic,2024-08-27,1,16.92,Desktop
user_02627,Jennifer,Reese,22,Prefer not to say,USA,Basic,2024-09-30,1,4.28,Gaming Console
user_02628,Morgan,Horn,23,M,USA,Standard,2023-02-11,1,7.94,Laptop
user_02629,Jessica,Caldwell,40,M,USA,Premium,2024-06-12,1,11.34,Tablet
user_02630,Philip,Garcia,49,M,USA,Premium,2022-08-16,1,5.84,Smart TV
user_02631,Melanie,Ross,40,M,USA,Standard,2024-11-07,1,14.12,Mobile
user_02632,Morgan,Shaw,30,F,USA,Premium+,2023-09-01,0,,Gaming Console
user_02633,Connie,Norris,55,Other,USA,Basic,2024-10-28,1,12.93,Mobile
user_02634,Wendy,Jacobs,28,M,USA,Premium+,2025-03-07,1,28.8,Gaming Console
user_02635,Christine,Thornton,25,M,USA,Standard,2022-10-09,1,4.24,Tablet
user_02636,Carrie,Reed,44,F,USA,Premium,2023-07-01,1,15.55,Desktop
user_02637,Alicia,Williams,,M,Canada,Premium,2023-11-30,1,3.41,Laptop
user_02638,Timothy,Marquez,23,F,Canada,Standard,2025-07-30,1,3.46,Mobile
user_02639,Jessica,Gilbert,63,,USA,Premium,2025-06-19,1,,Tablet
user_02640,Heather,Garner,48,M,Canada,Standard,2023-05-14,1,23.2,Gaming Console
user_02641,Rachael,Brown,33,F,USA,Premium,2025-04-19,1,5.01,Laptop
user_02642,Tim,Murphy,38,F,USA,Premium,2024-11-14,1,42.87,Desktop
user_02643,Robert,Salinas,,M,Canada,Premium,2024-01-08,1,11.66,Smart TV
user_02644,Breanna,Jacobs,8,M,USA,Basic,2024-06-20,0,5.69,Gaming Console
user_02645,Michelle,Gordon,29,M,USA,Premium,2024-11-25,1,17.69,Laptop
user_02646,Michelle,Brown,36,F,USA,Premium,2023-04-05,1,15.79,Smart TV
user_02647,Bruce,Wilkins,,F,USA,Standard,2024-09-10,1,4.06,Tablet
user_02648,Tony,Gonzales,47,M,USA,Premium,2023-03-02,1,7.51,Mobile
user_02649,Jason,Kirk,31,Prefer not to say,USA,Basic,2024-09-05,1,28.01,Smart TV
user_02650,Roger,Francis,,F,USA,Premium,2025-05-23,1,20.81,Laptop
user_02651,Richard,Gonzales,37,F,USA,Premium,2024-02-21,0,23.2,Tablet
user_02652,Wendy,Zavala,54,M,USA,Premium,2024-11-30,1,34.27,Gaming Console
user_02653,Michael,Holmes,44,F,Canada,Standard,2022-11-02,1,,Gaming Console
user_02654,Denise,Serrano,40,F,USA,Premium+,2025-04-16,1,,Gaming Console
user_02655,Vanessa,Woodward,55,F,Canada,Premium,2025-01-11,1,11.14,Smart TV
user_02656,Kelly,Sweeney,10,M,USA,Premium,2022-08-04,1,20.19,Desktop
user_02657,Laurie,Rivera,61,M,USA,Premium,2025-03-17,1,24.72,Mobile
user_02658,Jennifer,Johnson,37,,USA,Premium,2025-02-28,1,19.47,Desktop
user_02659,Donald,Thomas,57,M,Canada,Premium,2023-12-04,1,15.51,Laptop
user_02660,Brian,Shaw,59,M,USA,Standard,2024-02-13,1,23.9,Mobile
user_02661,Christy,Henry,35,F,Canada,Premium+,2024-02-15,1,13.93,Desktop
user_02662,Molly,Miller,34,M,USA,Premium,2025-05-03,1,4.43,Mobile
user_02663,David,Adams,38,M,Canada,Standard,2024-05-15,1,5.45,Gaming Console
user_02664,Logan,Smith,50,M,USA,Basic,2022-08-29,1,20.42,Gaming Console
user_02665,Matthew,Branch,51,M,Canada,Premium,2023-09-04,1,4.99,Smart TV
user_02666,Arthur,Watson,41,M,USA,Basic,2023-08-30,1,34.3,Smart TV
user_02667,Michelle,Gamble,30,,USA,Premium,2023-07-21,1,29.56,Smart TV
user_02668,Katherine,Garcia,,,USA,Standard,2023-04-15,1,34.47,Mobile
user_02669,Eric,Rhodes,45,M,Canada,Standard,2023-01-07,0,,Mobile
user_02670,Chelsea,Lee,27,M,USA,Premium,2023-01-17,1,29.84,Laptop
user_02671,Abigail,Lara,22,F,USA,Premium,2022-08-17,1,2.62,Smart TV
user_02672,Natalie,Johnson,38,M,Canada,Premium,2024-08-18,1,34.67,Tablet
user_02673,Gabriel,Henson,38,F,USA,Standard,2022-10-26,1,1.27,Laptop
user_02674,Donna,Cook,41,F,USA,Standard,2022-11-15,1,7.37,Mobile
user_02675,Kara,Velazquez,40,M,Canada,Basic,2024-02-18,1,5.15,Mobile
user_02676,David,Riley,43,F,USA,Premium,2025-04-20,1,8.19,Smart TV
user_02677,Kyle,Macdonald,15,M,Canada,Premium+,2025-07-12,0,5.81,Desktop
user_02678,Evan,Graham,55,F,Canada,Premium,2023-02-14,1,22.76,Smart TV
user_02679,Marissa,Aguilar,35,,USA,Premium,2023-09-14,1,22.13,Gaming Console
user_02680,Jonathan,Taylor,37,M,USA,Standard,2023-01-04,1,23.25,Tablet
user_02681,Dawn,Zhang,37,M,USA,Standard,2023-01-08,1,34.93,Gaming Console
user_02682,Susan,Taylor,37,F,USA,Premium,2023-06-05,1,10.46,Laptop
user_02683,Marissa,Miller,42,Prefer not to say,USA,Premium,2025-06-24,1,16.41,Mobile
user_02684,Ronald,Elliott,33,,Canada,Basic,2024-09-02,1,,Mobile
user_02685,Hannah,Montgomery,24,F,USA,Premium,2023-02-26,1,7.39,Desktop
user_02686,Victor,Barrett,24,M,USA,Premium,2023-01-06,1,3.75,Desktop
user_02687,Joe,Clark,30,F,USA,Standard,2025-04-08,1,11.51,Desktop
user_02688,Bernard,Rodriguez,,M,USA,Standard,2024-03-21,1,16.33,Smart TV
user_02689,Alex,Turner,36,M,USA,Premium,2024-12-22,1,22.98,Tablet
user_02690,Michael,Stone,53,,Canada,Premium,2022-10-14,1,22.42,Smart TV
user_02691,George,Giles,,M,Canada,Standard,2023-06-12,1,17.84,Tablet
user_02692,Alicia,Love,48,Other,Canada,Premium+,2024-05-07,1,10.65,Tablet
user_02693,Dawn,Davidson,67,F,USA,Premium+,2022-12-12,1,6.11,Gaming Console
user_02694,Jennifer,Alvarez,48,F,USA,Standard,2025-06-28,1,30.24,Smart TV
user_02695,Edward,Nixon,40,F,USA,Premium,2023-09-24,1,14.65,Laptop
user_02696,Taylor,Jordan,37,F,USA,Premium+,2023-03-26,1,33.76,Laptop
user_02697,Adam,Conway,43,M,USA,Standard,2024-09-22,1,26.18,Laptop
user_02698,Scott,Johnson,45,Other,USA,Standard,2023-10-03,1,497.73,Desktop
user_02699,Patricia,Lozano,14,,USA,Standard,2023-05-27,0,16.86,Mobile
user_02700,Lauren,Johnson,13,F,USA,Basic,2022-10-05,1,32,Desktop
user_02701,David,Kennedy,24,M,USA,Premium,2023-08-24,1,6.85,Gaming Console
user_02702,Rachel,Miller,29,F,USA,Premium,2024-04-08,1,,Laptop
user_02703,Amber,Johnson,23,M,USA,Basic,2025-06-14,1,17.12,Gaming Console
user_02704,Sierra,Diaz,26,Other,USA,Standard,2022-09-19,1,15.34,Desktop
user_02705,Joshua,Dunn,29,F,USA,Standard,2022-11-24,1,13.27,Smart TV
user_02706,Brian,Barron,43,F,Canada,Basic,2023-07-09,1,28.45,Gaming Console
user_02707,Joseph,Matthews,24,F,USA,Premium,2023-01-31,1,11.04,Smart TV
user_02708,Stacy,Baird,33,M,Canada,Premium+,2022-08-12,1,9.46,Mobile
user_02709,Gregory,Nunez,30,F,USA,Basic,2022-12-05,1,6.55,Laptop
user_02710,Candice,Farmer,38,Prefer not to say,Canada,Standard,2022-10-18,0,6.62,Laptop
user_02711,Evan,Roy,44,M,Canada,Premium,2024-05-04,1,8.6,Smart TV
user_02712,William,Jefferson,10,Prefer not to say,USA,Premium+,2025-02-20,1,11.64,Mobile
user_02713,Robert,Williams,17,Prefer not to say,USA,Premium,2022-08-16,1,8.99,Desktop
user_02714,Jimmy,Chavez,28,M,USA,Standard,2024-12-30,1,4.08,Smart TV
user_02715,Crystal,Mayo,39,F,USA,Premium,2024-10-22,1,2.16,Desktop
user_02716,Karen,Shelton,,M,Canada,Basic,2024-06-23,1,,Gaming Console
user_02717,Andrew,Hall,,F,Canada,Premium,2023-07-28,1,1.37,Smart TV
user_02718,Harry,Garcia,41,F,Canada,Standard,2024-11-30,0,,Laptop
user_02719,Colin,Morgan,30,F,Canada,Premium,2024-11-28,0,2.98,Gaming Console
user_02720,Stacy,Clayton,24,Other,USA,Standard,2024-10-25,1,2.39,Gaming Console
user_02721,Shawn,Doyle,45,,USA,Premium,2025-05-13,1,1.89,Mobile
user_02722,Wendy,Booker,39,M,USA,Standard,2024-06-11,1,29.01,Mobile
user_02723,Devin,Hill,47,M,Canada,Premium,2023-12-08,1,3.78,Smart TV
user_02724,Eric,Wilson,40,F,Canada,Premium+,2023-02-16,1,21.94,Mobile
user_02725,James,Barnett,37,F,USA,Basic,2023-12-12,1,20.02,Desktop
user_02726,Joe,Garcia,27,M,USA,Premium,2025-06-24,1,10.65,Desktop
user_02727,Patricia,Hall,48,Prefer not to say,USA,Premium,2025-03-14,0,10.76,Desktop
user_02728,Hannah,Johnson,28,M,USA,Standard,2023-02-08,1,20.69,Desktop
user_02729,Ronald,Wood,59,F,Canada,Basic,2023-05-01,1,,Laptop
user_02730,Robert,Allison,30,M,Canada,Standard,2023-05-27,1,984.45,Smart TV
user_02731,Patrick,Martinez,33,,USA,Premium,2024-12-30,1,4.98,Smart TV
user_02732,Vanessa,Griffin,33,M,USA,Premium,2024-06-03,1,6.33,Gaming Console
user_02733,Lawrence,Vaughn,30,M,USA,Basic,2024-07-01,1,12.75,Laptop
user_02734,Peter,Hamilton,21,M,Canada,Premium,2022-09-24,1,,Smart TV
user_02735,Lori,Perkins,38,F,USA,Basic,2023-10-05,1,12.45,Mobile
user_02736,James,Hernandez,57,M,Canada,Standard,2025-05-21,1,8.07,Desktop
user_02737,William,Padilla,,F,Canada,Standard,2023-04-07,1,43.18,Desktop
user_02738,Tammy,Watson,,F,Canada,Premium,2025-07-08,1,13.6,Smart TV
user_02739,Wayne,Lawson,,F,Canada,Premium+,2024-09-11,1,15.4,Smart TV
user_02740,Rita,Collins,,Prefer not to say,USA,Standard,2023-05-05,1,7.73,Tablet
user_02741,Troy,Parker,28,Other,Canada,Premium,2024-06-29,1,10.59,Mobile
user_02742,Sarah,Williams,27,F,Canada,Standard,2022-10-25,1,2.19,Smart TV
user_02743,Tony,Ramirez,26,F,USA,Basic,2024-09-20,1,2.2,Gaming Console
user_02744,Katherine,Montgomery,27,M,USA,Premium+,2022-10-11,1,1.85,Mobile
user_02745,Yvette,Martinez,50,M,Canada,Premium,2024-06-04,1,0.62,Laptop
user_02746,Makayla,Gonzalez,32,M,USA,Standard,2022-10-13,1,14.71,Tablet
user_02747,Jared,Henderson,,M,USA,Premium,2024-12-30,1,10.27,Smart TV
user_02748,Jodi,Harris,48,M,USA,Premium,2024-03-23,1,4.69,Mobile
user_02749,Elizabeth,Nixon,24,F,USA,Standard,2024-08-10,1,3.91,Laptop
user_02750,Paige,Browning,45,F,USA,Standard,2024-12-06,1,20.19,Smart TV
user_02751,Renee,Benson,27,Prefer not to say,USA,Premium,2023-01-27,1,45.81,Desktop
user_02752,Thomas,Dean,29,F,Canada,Premium,2024-07-19,1,,Gaming Console
user_02753,Barbara,Johnson,63,,Canada,Standard,2023-12-02,1,,Desktop
user_02754,Peter,Young,21,M,USA,Premium,2022-10-21,1,8.49,Desktop
user_02755,Brooke,Griffin,22,Other,Canada,Premium,2022-08-17,0,11.77,Mobile
user_02756,Dennis,Goodman,37,F,Canada,Basic,2022-08-08,1,15.33,Smart TV
user_02757,Vanessa,Jackson,34,M,USA,Basic,2023-01-19,0,6.7,Mobile
user_02758,Jared,Robles,38,M,USA,Premium,2023-11-23,1,55.16,Desktop
user_02759,Jason,Ray,57,F,Canada,Standard,2025-06-21,1,20.37,Tablet
user_02760,Brandy,Golden,34,M,USA,Standard,2023-11-13,1,7.32,Desktop
user_02761,Renee,Kim,30,M,USA,Basic,2023-07-20,1,17.1,Mobile
user_02762,Sandra,Jones,35,F,USA,Premium,2024-02-04,1,9.68,Desktop
user_02763,Brandon,Glover,23,,USA,Standard,2023-03-31,1,8.91,Tablet
user_02764,Michele,Johnson,41,F,Canada,Standard,2024-11-18,1,16.49,Gaming Console
user_02765,John,Eaton,35,M,Canada,Basic,2023-07-13,1,19.7,Gaming Console
user_02766,Jeffrey,Rivera,41,F,USA,Premium,2025-05-08,1,6.82,Desktop
user_02767,Cameron,Crawford,,F,USA,Basic,2022-10-28,1,26.3,Laptop
user_02768,Leonard,Campbell,29,Other,Canada,Basic,2025-04-14,1,0.41,Smart TV
user_02769,Rhonda,Howard,35,M,USA,Premium,2023-01-27,1,,Tablet
user_02770,Amy,Nguyen,29,M,Canada,Basic,2024-05-27,1,8.71,Mobile
user_02771,Diane,Benitez,28,F,USA,Premium+,2023-03-21,0,31.74,Gaming Console
user_02772,Tiffany,Chapman,37,F,USA,Standard,2024-08-30,1,5.62,Desktop
user_02773,Carly,Tanner,51,F,USA,Premium,2023-02-04,1,17.61,Smart TV
user_02774,Victoria,Silva,51,M,Canada,Premium,2025-03-24,1,48.7,Smart TV
user_02775,Brittany,Sanchez,36,F,Canada,Basic,2024-06-22,1,28.95,Desktop
user_02776,Jared,Adams,,F,USA,Premium+,2024-08-04,1,11.98,Mobile
user_02777,Katherine,Skinner,35,M,Canada,Premium,2024-10-17,1,9.02,Desktop
user_02778,Cassandra,Perry,53,F,Canada,Standard,2025-07-02,0,23.65,Tablet
user_02779,Frank,Hubbard,37,M,USA,Standard,2023-04-20,1,17.22,Mobile
user_02780,Audrey,Mann,40,F,USA,Premium+,2024-02-23,1,21.32,Tablet
user_02781,Christie,Jensen,33,M,USA,Basic,2023-09-28,1,19.05,Mobile
user_02782,Madeline,Smith,52,F,USA,Premium+,2023-10-02,0,4.7,Desktop
user_02783,Jonathan,Weaver,27,F,Canada,Standard,2025-02-09,1,7.88,Tablet
user_02784,Donald,Owens,,F,USA,Basic,2024-08-15,1,37.29,Mobile
user_02785,Mark,Turner,,M,Canada,Premium,2023-07-07,1,9.24,Tablet
user_02786,Kenneth,Hancock,30,F,USA,Premium,2025-05-15,1,29.62,Laptop
user_02787,Matthew,Gilbert,39,F,USA,Standard,2024-10-18,1,60.46,Tablet
user_02788,Jennifer,Hill,42,F,USA,Premium,2023-04-10,1,11.34,Mobile
user_02789,Michael,Williams,29,F,USA,Premium,2025-05-26,0,15.18,Tablet
user_02790,Tammy,Diaz,23,M,USA,Premium+,2024-03-02,1,6.65,Tablet
user_02791,Allison,Lloyd,40,F,USA,Standard,2023-06-10,1,16.09,Mobile
user_02792,Matthew,Gonzalez,25,F,Canada,Basic,2024-06-17,0,14.3,Smart TV
user_02793,Michelle,Becker,43,M,USA,Standard,2022-12-26,1,,Desktop
user_02794,Sandra,Huang,,F,USA,Premium,2025-05-22,1,16.16,Mobile
user_02795,Thomas,Davies,37,F,USA,Standard,2023-09-26,1,6.34,Mobile
